"CAS","Compound","DTXSID","Clint_native","Clint_rf","Clint_used","Clint_source","AC50_5pct_uM","AC50_med_uM","AC50_source","n_tc_assays","AED_median","AED_5pct","AED_95pct","AED_mean","Exposure_median_mg_kg_day","Exposure_l95_mg_kg_day","Exposure_u95_mg_kg_day","Exposure_source","Exposure_pathway","BER","BER_low","BER_high","concern"
"189003-92-7","Trelanserin","DTXSID2047355",7.06,8.73876003699127,7.06,"httk_measured",1,1,"default_1uM",0,0.873,0.16398,4.4783,1.389420691,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"50-28-2","Estradiol","DTXSID0020573",56.9,62.916934339213,56.9,"httk_measured",1,1,"default_1uM",0,0.8261,0.0543135,4.4821,1.341105594,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"389-08-2","Nalidixic_acid","DTXSID3020912",1.1,1.94871315367956,1.1,"httk_measured",1,1,"default_1uM",0,1.2085,0.228225,4.5099,1.619095057,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"148-79-8","Thiabendazole","DTXSID0021337",0,15.0146156741695,15.0146156741695,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.07,0.14587,4.513,1.508109432,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"66-81-9","Cycloheximide","DTXSID6024882",1.74,3.97813948569267,1.74,"httk_measured",1,1,"default_1uM",0,1.1515,0.17087,4.52235,1.623001954,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"133855-98-8","Epoxiconazole","DTXSID1040372",0,12.9193299219656,12.9193299219656,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.0285,0.180745,4.5254,1.50623424,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"57-68-1","Sulfamethazine","DTXSID6021290",0,6.81769369002948,6.81769369002948,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.134,0.223785,4.6155,1.6282377,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"114-26-1","Propoxur","DTXSID7021948",6.899,7.55018742511221,6.899,"httk_measured",1,1,"default_1uM",0,1.0365,0.18359,4.6672,1.57435981,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1746-81-2","Monolinuron","DTXSID0037576",0,5.12743504112285,5.12743504112285,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.0305,0.222065,4.6863,1.5344445,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"64-86-8","Colchicine","DTXSID5024845",0.698,1.61668082535412,0.698,"httk_measured",1,1,"default_1uM",0,1.3055,0.23449,4.7511,1.738752562,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"89-25-8","Edaravone","DTXSID9021130",2,3.28487971747745,2,"httk_measured",1,1,"default_1uM",0,1.2965,0.274365,4.7558,1.870905026,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"120116-88-3","Cyazofamid","DTXSID9034492",10,9.76357848101833,10,"httk_measured",1,1,"default_1uM",0,0.95555,0.1596,4.7715,1.5618788,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"98-54-4","4-tert-butylphenol","DTXSID1020221",26.8,26.8188218233618,26.8,"httk_measured",1,1,"default_1uM",0,0.91955,0.149545,4.82435,1.59366732,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"55-38-9","Fenthion","DTXSID8020620",87.2,49.030753768382,87.2,"httk_measured",1,1,"default_1uM",0,1.069,0.149455,4.83645,1.564525454,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"109-43-3","Dibutyl decanedioate","DTXSID1041847",134,92.3540135513694,134,"httk_measured",1,1,"default_1uM",0,1.265,0.22888,4.85435,1.72230536,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"23184-66-9","Butachlor","DTXSID3034402",100.8,35.5485345799007,100.8,"httk_measured",1,1,"default_1uM",0,1.0555,0.1448,4.88585,1.547151963,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"33089-61-1","Amitraz","DTXSID5023871",33.3,27.8057569037972,33.3,"httk_measured",1,1,"default_1uM",0,0.18225,0.02637,4.8951,0.985911288,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"791-28-6","Triphenylphosphine oxide","DTXSID2022121",0,16.4626487899935,16.4626487899935,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.2125,0.15833,4.91005,1.68682494,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"184653-84-7","Carabersat","DTXSID6047319",0,12.8483590267056,12.8483590267056,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.184,0.220615,4.9545,1.72338637,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"989-38-8","Rhodamine 6g","DTXSID1021243",0,15.2044192872849,15.2044192872849,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.39975,0.024114,4.9955,1.250991361,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"23593-75-1","Clotrimazole","DTXSID7029871",77.1,48.7962841429098,77.1,"httk_measured",1,1,"default_1uM",0,1.143,0.2164,5.0244,1.69343923,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"625114-41-2","Piragliatin","DTXSID3048520",6.26,4.79466267732662,6.26,"httk_measured",0.216404430228433,1.20020755989304,"example.toxcast",78,1.1745,0.23723,5.03865,1.77015333,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2492-26-4","Sodium 2-mercaptobenzothiolate","DTXSID1026035",41.7,35.8234287842931,41.7,"httk_measured",1,1,"default_1uM",0,0.92465,0.134405,5.0459,1.48498945,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2353-45-9","Fd&c green no. 3","DTXSID3020673",0,14.8030700825251,14.8030700825251,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.033,0.127225,5.04825,1.63829195,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"97-77-8","Disulfiram","DTXSID1021322",28.46,18.7429718406711,28.46,"httk_measured",1,1,"default_1uM",0,1.121,0.18897,5.0499,1.61451755,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"115-96-8","Tris(2-chloroethyl) phosphate","DTXSID5021411",0,3.0286729458682,3.0286729458682,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.3605,0.320175,5.08125,1.84220672,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"520-36-5","Apigenin","DTXSID6022391",138,87.056142400556,138,"httk_measured",1,1,"default_1uM",0,1.083,0.099076,5.1273,1.629125824,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1214-39-7","N-benzyladenine","DTXSID7032630",0,6.5600743648849,6.5600743648849,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.028,0.190095,5.20795,1.59070655,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"153719-23-4","Thiamethoxam","DTXSID2034962",0,1.45048197699563,1.45048197699563,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.323,0.252705,5.2322,1.820249703,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"95-14-7","1,2,3-benzotriazole","DTXSID6020147",0,10.2689190413459,10.2689190413459,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.2175,0.19136,5.2369,1.79712441,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"732-11-6","Phosmet","DTXSID5024261",23.82,22.7084707757408,23.82,"httk_measured",1,1,"default_1uM",0,0.8913,0.093788,5.25865,1.460624926,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"528-29-0","""1,2-dinitrobenzene""","DTXSID4024066",24.2,19.7314274257342,24.2,"httk_measured",1,1,"default_1uM",0,1.062,0.13846,5.3366,1.80999967,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"145742-28-5","""(2s,3s)-n-[2-methoxy-5-(trifluoromethoxy)benzyl]-2-phenylpiperidin-3-amine""","DTXSID9047251",0,7.97177982555375,7.97177982555375,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.096,0.144885,5.35945,1.7176347,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"121-79-9","Propyl gallate","DTXSID5021201",49.7,32.1204931583548,49.7,"httk_measured",1,1,"default_1uM",0,1.144,0.16758,5.36345,1.766149735,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"78-48-8","Tribufos","DTXSID1024174",125.1,64.005803765648,125.1,"httk_measured",1,1,"default_1uM",0,1.2885,0.218825,5.38015,1.86545847,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"135410-20-7","Acetamiprid","DTXSID0034300",0,3.18400610153572,3.18400610153572,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.1095,0.19113,5.39525,1.66915053,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"99-07-0","3-dimethylaminophenol","DTXSID0025101",0,12.413928905785,12.413928905785,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.23,0.21388,5.45129999999999,1.8044632,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1698-60-8","Chloridazon","DTXSID3034872",0,2.25546347114893,2.25546347114893,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.226,0.296405,5.49135,1.90987506,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"94-82-6","2,4-db","DTXSID7024035",0,146.079365432633,146.079365432633,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,0.82575,0.076484,5.5504,1.608467435,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"4418-26-2","Sodium dehydroacetate","DTXSID7026029",0,7.17150643208136,7.17150643208136,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.1145,0.1566,5.57445,1.67916142,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"25812-30-0","Gemfibrozil","DTXSID0020652",52.18,32.3530794935596,52.18,"httk_measured",1,1,"default_1uM",0,0.9033,0.0771365,5.5938,1.570319911,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"23564-05-8","Thiophanate-methyl","DTXSID1024338",2.469,2.95771068367309,2.469,"httk_measured",1,1,"default_1uM",0,1.374,0.273245,5.6109,1.96355354,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"654055-01-3","Morin hydrate","DTXSID3040776",0,47.4356813151347,47.4356813151347,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.066,0.073749,5.61845,1.73259256,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"78587-05-0","Hexythiazox","DTXSID7024299",110.4,14.7116790911689,110.4,"httk_measured",1,1,"default_1uM",0,0.88105,0.0803355,5.6245,1.575965221,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"15310-01-7","Benodanil","DTXSID7041623",21.4,19.4716621743486,21.4,"httk_measured",1,1,"default_1uM",0,1.158,0.17222,5.65395,1.798935,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"957-51-7","Diphenamid","DTXSID8024072",0,7.86433514861544,7.86433514861544,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.5075,0.30566,5.6565,2.06973402,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1563-66-2","Carbofuran","DTXSID9020249",0,3.11873693334661,3.11873693334661,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.333,0.26877,5.6617,2.08385328,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"6259-76-3","Hexyl salicylate","DTXSID4038924",191.4,60.5141337362557,191.4,"httk_measured",1,1,"default_1uM",0,1.1425,0.0799935,5.6823,1.744731785,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"86386-73-4","Fluconazole ","DTXSID3020627",1.832,3.81173898719023,1.832,"httk_measured",1,1,"default_1uM",0,1.435,0.230885,5.7433,2.049454507,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"458-37-7","Curcumin","DTXSID8031077",297,77.0167751526268,297,"httk_measured",1,1,"default_1uM",0,0.1475,0.015356,5.74465,1.2930478578,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"131-17-9","Diallyl phthalate","DTXSID7020392",0,11.2991282481198,11.2991282481198,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.404,0.220105,5.7697,2.0212786,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2164-17-2","Fluometuron","DTXSID8020628",10.06,7.84753765188392,10.06,"httk_measured",1,1,"default_1uM",0,1.434,0.237775,5.8239,2.03799507,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2919-66-6","Melengestrol acetate","DTXSID5048184",41.4,23.7792244734663,41.4,"httk_measured",1,1,"default_1uM",0,1.2435,0.187115,5.85155,1.905998171,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"55219-65-3","Triadimenol","DTXSID0032493",0,10.5324855923336,10.5324855923336,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.199,0.175535,5.91625,1.87228285,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"87-62-7","""2,6-dimethylaniline""","DTXSID8026307",8.96,8.81804240965874,8.96,"httk_measured",1,1,"default_1uM",0,1.311,0.203875,5.92115,1.97134732,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"17321-77-6","Clomipramine hydrochloride","DTXSID3042633",0,14.6077587054976,14.6077587054976,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.1095,0.16424,5.9405,1.78595666,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"113136-77-9","Cyclanilide","DTXSID5032600",0,2.0562999408498,2.0562999408498,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.586,0.29238,5.95795,2.139474463,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"950-37-8","Methidathion","DTXSID5020819",3.924,3.79972617546291,3.924,"httk_measured",1,1,"default_1uM",0,1.3375,0.2771,5.999,2.08453104,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"569-61-9","C.i. basic red 9 monohydrochloride","DTXSID1021247",3.23,4.79502325564229,3.23,"httk_measured",1,1,"default_1uM",0,1.207,0.214595,6.02769999999999,1.96909319,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"141-66-2","Dicrotophos","DTXSID9023914",0,2.42583160852783,2.42583160852783,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.6515,0.28637,6.0482,2.23145659,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"57-24-9","Strychnine","DTXSID6023600",2,3.18290201192278,2,"httk_measured",1,1,"default_1uM",0,1.401,0.277985,6.06225,2.087115623,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"57-91-0","17alpha-estradiol","DTXSID8022377",55.6,63.2698385554076,55.6,"httk_measured",1,1,"default_1uM",0,0.95105,0.0660615,6.0693,1.788427791,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"330-55-2","Linuron","DTXSID2024163",33.05,20.0838001871501,33.05,"httk_measured",1,1,"default_1uM",0,1.417,0.212285,6.08375,2.0838395,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2078-54-8","Propofol","DTXSID6023523",107,45.5218467281517,107,"httk_measured",1,1,"default_1uM",0,1.2525,0.152595,6.12965,1.952117051,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"34014-18-1","Tebuthiuron","DTXSID3024316",5.282,4.39934111016515,5.282,"httk_measured",1,1,"default_1uM",0,1.4615,0.292255,6.14054999999999,2.186544658,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"65277-42-1","Ketoconazole","DTXSID7029879",55,22.4924742221653,55,"httk_measured",1,1,"default_1uM",0,1.578,0.23503,6.17859999999999,2.21079411,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2467-03-0","2-(4-hydroxybenzyl)phenol","DTXSID2044890",56.8,32.2364175766778,56.8,"httk_measured",1,1,"default_1uM",0,1.41,0.25055,6.2386,2.10149674,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"101-54-2","""n-phenyl-1,4-benzenediamine""","DTXSID7025895",15.59,14.2814034519361,15.59,"httk_measured",1,1,"default_1uM",0,1.374,0.19115,6.27535,2.052626728,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"6893-02-3","3,5,3'-triiodothyronine","DTXSID8023216",0,12.6831361751202,12.6831361751202,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.163,0.11449,6.33345,2.149138277,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"63449-41-2","C8-18-alkydimethylbenzyl ammonium chlorides","DTXSID1048122",63.1,32.3457534525862,63.1,"httk_measured",1,1,"default_1uM",0,1.2855,0.157535,6.35684999999999,2.09338521,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"77-09-8","Phenolphthalein","DTXSID0021125",47.4,25.4372260852042,47.4,"httk_measured",1,1,"default_1uM",0,1.253,0.146355,6.44005,1.990057721,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"21564-17-0","2-(thiocyanomethylthio)benzothiazole","DTXSID6032647",0,16.8590678644619,16.8590678644619,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.577,0.31307,6.4504,2.23578534,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"103-69-5","N-ethylaniline","DTXSID1025271",21.8,15.2766087080044,21.8,"httk_measured",1,1,"default_1uM",0,1.7065,0.318375,6.55745,2.2923151,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"27314-13-2","Norflurazon","DTXSID8024234",11.09,8.29148216397664,11.09,"httk_measured",1,1,"default_1uM",0,1.506,0.23142,6.70925,2.26189374,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1638-22-8","4-butylphenol","DTXSID3047425",127,72.1909697782565,127,"httk_measured",1,1,"default_1uM",0,1.6235,0.228,6.7937,2.34823277,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"34123-59-6","Isoproturon","DTXSID1042077",0,9.42265284015457,9.42265284015457,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.587,0.26807,6.807,2.3331326,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"59-87-0","Nitrofurazone","DTXSID5020944",0,3.12755224013666,3.12755224013666,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.84,0.44733,6.82785,2.47492669,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1143-72-2","2,3,4-trihydroxbenzophenone","DTXSID6037728",94.1,36.2784183286214,94.1,"httk_measured",1,1,"default_1uM",0,1.465,0.212395,6.83595,2.234868664,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2971-36-0","2,2-bis(4-hydroxyphenyl)-1,1,1-trichloroethane (hpte)","DTXSID8022325",136.5,29.0821933164787,136.5,"httk_measured",1,1,"default_1uM",0,1.4655,0.161985,6.8395,2.19248744,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"5153-25-3","2-ethylhexylparaben","DTXSID4022525",128,53.2104419159955,128,"httk_measured",1,1,"default_1uM",0,1.6025,0.1952,6.89535,2.44597511,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"5124-25-4","C.i.disperse yellow 42","DTXSID8052148",109.1,33.8310675269631,109.1,"httk_measured",1,1,"default_1uM",0,1.3295,0.15019,6.90695,2.082830406,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"117-39-5","Quercetin","DTXSID4021218",75.2,27.7943192498508,75.2,"httk_measured",1,1,"default_1uM",0,1.114,0.11323,6.93634999999999,2.010800885,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"138261-41-3","Imidacloprid","DTXSID5032442",2.807,4.83390309824914,2.807,"httk_measured",1,1,"default_1uM",0,1.476,0.24996,7.025,2.243187128,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"150-13-0","4-aminobenzoic acid","DTXSID6024466",0,4.10041972198765,4.10041972198765,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.6135,0.361055,7.0535,2.39499993,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"3337-71-1","Asulam","DTXSID8023890",0,2.46641354857736,2.46641354857736,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.7225,0.45303,7.0695,2.5293708,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"119515-38-7","Icaridin","DTXSID0034227",12.56,8.675906131133,12.56,"httk_measured",1,1,"default_1uM",0,1.6345,0.28441,7.08364999999999,2.43976899,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"57-47-6","Physostigmine","DTXSID3023471",1.64,2.86291736351514,1.64,"httk_measured",1,1,"default_1uM",0,1.484,0.215465,7.09135,2.322661421,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"124378-77-4","Enadoline","DTXSID4047258",3.36,4.51451673429277,3.36,"httk_measured",1,1,"default_1uM",0,1.5725,0.323875,7.1295,2.30834172,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"335104-84-2","Tembotrione","DTXSID5047037",0,7.21521875720579,7.21521875720579,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.5245,0.29152,7.15505,2.33563137,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"66441-23-4","Fenoxaprop-ethyl","DTXSID2032392",0,139.606182732194,139.606182732194,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.586,0.17083,7.26369999999999,2.399218929,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"52806-53-8","Hydroxyflutamide","DTXSID8033562",0,9.29946623432079,9.29946623432079,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.712,0.337405,7.3116,2.51178109,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"131860-33-8","Azoxystrobin","DTXSID0032520",32.39,16.228022989509,32.39,"httk_measured",1,1,"default_1uM",0,1.4035,0.16828,7.34335,2.231448724,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"55-98-1","Busulphan","DTXSID3020910",1.39,2.46898841346579,1.39,"httk_measured",1,1,"default_1uM",0,1.965,0.29518,7.39685,2.6889908641,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2467-02-9","2,2'-bisphenol f","DTXSID4022446",83.5,52.3004173588037,83.5,"httk_measured",1,1,"default_1uM",0,1.7195,0.241525,7.4853,2.5443081,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"134-84-9","4-methylbenzophenone","DTXSID9037741",118,56.7582000205452,118,"httk_measured",1,1,"default_1uM",0,1.5735,0.226585,7.50825,2.47350885,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"43121-43-3","Triadimefon","DTXSID3023897",14.59,10.6087772380443,14.59,"httk_measured",1,1,"default_1uM",0,1.6715,0.227985,7.58809999999999,2.53988865,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1897-45-6","Chlorothalonil","DTXSID0020319",0,10.2286295251679,10.2286295251679,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.6655,0.265265,7.60525,2.43271184,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"82640-04-8","Raloxifene hydrochloride","DTXSID1034181",43.7,17.0345202116551,43.7,"httk_measured",1,1,"default_1uM",0,1.4215,0.153955,7.64795,2.44789673,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2785-87-7","2-methoxy-4-propylphenol","DTXSID2047199",24.6,21.648183553272,24.6,"httk_measured",1,1,"default_1uM",0,1.2955,0.187495,7.66145,2.4915591,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"110-26-9","""n,n'-methylenebis(acrylamide)""","DTXSID8025595",0,2.56601121319297,2.56601121319297,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.8945,0.2666,7.67135,2.7015272212,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"57-30-7","Phenobarbital sodium","DTXSID0021123",0,3.66198684835358,3.66198684835358,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.88,0.334995,7.78754999999999,2.7087971,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"88-12-0","N-vinyl-2-pyrrolidone","DTXSID2021440",0,2.9816638417427,2.9816638417427,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.5585,0.39389,7.82685,2.553060231,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"66215-27-8","Cyromazine","DTXSID6023999",0,4.04908058831898,4.04908058831898,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.786,0.29662,7.87459999999999,2.6630148718,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"24017-47-8","Triazophos","DTXSID9037612",30.2,25.4869491149467,30.2,"httk_measured",1,1,"default_1uM",0,1.8535,0.296945,7.88629999999999,2.647637015,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"54-11-5","Nicotine","DTXSID1020930",4.44,5.92743587708307,4.44,"httk_measured",1,1,"default_1uM",0,1.694,0.34198,7.91135,2.61010282,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"104206-82-8","Mesotrione","DTXSID7032424",0,1.28956053353834,1.28956053353834,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.589,0.338995,8.02489999999999,2.63073125,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"118-58-1","Benzyl salicylate","DTXSID1024598",841,266.873129961497,841,"httk_measured",1,1,"default_1uM",0,0.276,0.036887,8.07794999999999,1.616644729,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"101-80-4","""4,4'-oxydianiline""","DTXSID0021094",0,5.3450469023336,5.3450469023336,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.668,0.298545,8.17965,2.64618085,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"94-13-3","Propylparaben","DTXSID4022527",38,26.265837798649,38,"httk_measured",1,1,"default_1uM",0,1.653,0.248975,8.23735,2.700215632,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"396-01-0","Triamterene","DTXSID6021373",0,3.913161657043,3.913161657043,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.8445,0.367075,8.26505,2.70639605,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1445-75-6","Diisopropyl methylphosphonate (dimp)","DTXSID5024051",0,4.23384224499152,4.23384224499152,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.8875,0.29677,8.28775,2.7402237076,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
