DTXSID,CAS,Compound,MW,logP,Fup,AC50_10pct_uM,SEEM_mg_kg_day,Clint_httk,Clint_GCN,Clint_RF,CL_httk,CL_GCN,CL_RF,AED_httk,AED_GCN,AED_RF,BER_httk,BER_GCN,BER_RF,BER_httk_ref,concern_httk,concern_GCN,concern_RF
DTXSID8021856,104-13-2,4-butylaniline,149.2,3.048,0.0599,1.0,,26.4,16.0749,17.2552,1.491754,1.486505,1.487421,5.341673,5.322878,5.326156,,,,,no_data,no_data,no_data
DTXSID4048199,4344-55-2,4-butyloxyaniline,165.2,1.459,0.165,1.0,,28.4,14.9027,3.8231,1.497207,1.494687,1.479498,5.936127,5.926133,5.865915,,,,,no_data,no_data,no_data
DTXSID3047425,1638-22-8,4-butylphenol,150.2,3.647,0.0358,1.0,,127.0,28.064,0.0204,1.497122,1.487062,0.11566,5.396824,5.360561,0.41693,,,,,no_data,no_data,no_data
DTXSID5020283,95-83-0,"4-chloro-1,2-diaminobenzene",142.6,1.277,0.373,1.0,,31.6,4.2359,6.594,1.498888,1.491747,1.494688,5.129796,5.105355,5.11542,,,,,no_data,no_data,no_data
DTXSID9020295,106-47-8,4-chloroanulline,127.6,1.832,0.264,1.0,,0.0,7.3648,7.7139,0.0,1.493286,1.493589,0.0,4.57304,4.573967,,,,,no_data,no_data,no_data
DTXSID3022536,599-64-4,4-cumylphenol,212.3,3.691,0.0231,1.0,,27.2,16.9689,0.0058,1.479418,1.467279,0.022644,7.537931,7.476082,0.115375,,,,,no_data,no_data,no_data
DTXSID0025864,156-43-4,4-ethoxyaniline,137.2,1.238,0.485,1.0,,13.8,12.8034,6.594,1.498044,1.497891,1.495911,4.932758,4.932257,4.925737,,,,,no_data,no_data,no_data
DTXSID2037714,1987-50-4,4-heptylphenol,192.3,4.028,0.00365,1.0,,42.5,29.6001,0.0458,1.419984,1.387723,0.028148,6.553511,6.404619,0.129909,,,,,no_data,no_data,no_data
DTXSID5040708,33228-45-4,4-hexylanilline,177.3,4.207,0.00695,1.0,,440.0,18.1769,0.0462,1.495724,1.402926,0.053147,6.364607,5.96973,0.22615,,,,,no_data,no_data,no_data
DTXSID4022288,39905-57-2,4-hexyloxyanilline,193.3,3.635,0.0252,1.0,,79.3,16.9119,0.0117,1.493467,1.469852,0.048944,6.928493,6.818939,0.22706,,,,,no_data,no_data,no_data
DTXSID0021969,121-33-5,4-hydroxy-3-methoxybenzaldehyde,152.1,1.193,0.322,1.0,,234.0,29.834,2.788,1.499826,1.498636,1.485535,5.474965,5.470622,5.422798,,,,,no_data,no_data,no_data
DTXSID3037094,68392-35-8,4-hydroxytamoxifen,387.5,5.454,0.0153,1.0,,16.0,28.6276,3.8311,1.448285,1.47065,1.305338,13.46905,13.677046,12.13964,,,,,no_data,no_data,no_data
DTXSID9037741,134-84-9,4-methylbenzophenone,196.2,3.306,0.0188,1.0,,118.0,21.2596,0.0139,1.494113,1.467896,0.043541,7.035478,6.91203,0.205025,,,,,no_data,no_data,no_data
DTXSID0021834,100-02-7,4-nitrophenol,139.1,1.912,0.141,1.0,,14.0,14.7212,5.7235,1.493387,1.49371,1.483927,4.985523,4.9866,4.953941,,,,,no_data,no_data,no_data
DTXSID1021031,156-10-5,4-nitrosodiphenylamine,198.2,3.043,0.123,1.0,,839.0,2.0541,0.0068,1.499873,1.449839,0.130992,7.134596,6.896594,0.623104,,,,,no_data,no_data,no_data
DTXSID5029055,84852-15-3,"4-nonylphenol, branched",220.2,5.034,1e-06,1.0,,104.0,28.6947,0.1243,0.814993,0.370709,0.00213,4.307077,1.959124,0.011256,,,,,no_data,no_data,no_data
DTXSID0040707,33228-44-3,4-pentylaniline,163.3,3.39,0.0234,1.0,,18.2,17.1474,0.0081,1.469831,1.468019,0.031835,5.760563,5.75346,0.124767,,,,,no_data,no_data,no_data
DTXSID5048180,2696-84-6,4-propylanilline,135.2,2.4,0.136,1.0,,17.3,14.935,7.0026,1.494448,1.493572,1.486357,4.849184,4.846343,4.822932,,,,,no_data,no_data,no_data
DTXSID0048181,769-92-6,4-tert-butylaniline,149.2,2.7,0.155,1.0,,10.7,14.7578,9.5917,1.492136,1.49429,1.491232,5.343039,5.350753,5.339804,,,,,no_data,no_data,no_data
DTXSID5037731,3236-71-3,"4,4'-(9h-fluorene-9,9-diyl)diphenol",350.4,3.674,1e-06,1.0,,22.4,5.8084,41.9647,0.305976,0.093462,0.486539,2.573135,0.785976,4.091595,,,,,no_data,no_data,no_data
DTXSID5051650,13080-86-9,"4,4'-(isopropylidenebis(4,1-phenyleneoxy))dianiline",410.5,6.357,1e-06,1.0,,0.0,10.1535,15.5286,0.0,0.156102,0.226274,0.0,1.537916,2.22925,,,,,no_data,no_data,no_data
DTXSID4048191,13680-35-8,"4,4'-methylenebis(2,6-diethylaniline)",310.5,5.139,0.00874,1.0,,8.2,29.8653,4.6485,1.336936,1.451395,1.234411,9.962844,10.815795,9.198833,,,,,no_data,no_data,no_data
DTXSID6022422,101-77-9,"4,4'-methylenedianiline",198.3,1.589,0.261,1.0,,3.37,11.6044,5.039,1.48524,1.495683,1.490096,7.068552,7.118256,7.091666,,,,,no_data,no_data,no_data
DTXSID2037712,27955-94-8,"4,4',4''-ethane-1,1,1-triyltriphenol",306.4,3.301,0.0141,1.0,,30.8,19.1152,15.2811,1.470403,1.45288,1.441518,10.812759,10.683898,10.600349,,,,,no_data,no_data,no_data
DTXSID9024489,2835-95-2,5-amino-2-methylphenol,123.2,0.7676,0.604,1.0,,16.0,16.18,4.7022,1.498644,1.49866,1.495398,4.431192,4.431236,4.421591,,,,,no_data,no_data,no_data
DTXSID1046970,105624-86-0,5hpp-33,323.4,4.28,0.0415,1.0,,47.0,,15.8012,1.493308,,1.480268,11.590457,,11.489246,,,,,no_data,no_data,no_data
DTXSID6023652,154-42-7,6-thioguanine,167.2,-0.06896,0.804,1.0,,0.0,0.0,0.563,0.0,0.0,1.471582,0.0,0.0,5.905164,,,,,no_data,no_data,no_data
DTXSID6021828,98-86-2,Acetophenone,120.2,1.582,0.326,1.0,,0.0,28.2621,6.8166,0.0,1.498578,1.494123,0.0,4.323098,4.310245,,,,,no_data,no_data,no_data
DTXSID2026446,77-90-7,Acetyl tributyl citrate,402.5,4.366,0.00942,1.0,,261.0,82.6205,6.1863,1.494686,1.48334,1.304347,14.438665,14.329064,12.599997,,,,,no_data,no_data,no_data
DTXSID1032519,135158-54-2,Acibenzolar-s-methyl,210.3,3.098,0.0232,1.0,,863.0,0.1233,0.0051,1.499345,0.369842,0.020033,7.567496,1.866667,0.101108,,,,,no_data,no_data,no_data
DTXSID3030636,25316-40-9,Adriamycin hydrochloride,580.0,1.473,0.157,1.0,,0.0,27.2819,6.378,0.0,1.496945,1.487019,0.0,20.837475,20.699305,,,,,no_data,no_data,no_data
DTXSID6023862,1646-88-4,Aldoxycarb,222.3,-0.5679,0.948,1.0,,0.0,61.8714,0.3655,0.0,1.499776,1.46309,0.0,8.001608,7.805875,,,,,no_data,no_data,no_data
DTXSID4024436,25956-17-6,Allura red c.i.16035,496.4,2.328,0.0137,1.0,,0.0,13.2969,2.881,0.0,1.431319,1.228031,0.0,17.052157,14.63027,,,,,no_data,no_data,no_data
DTXSID7037185,19774-82-4,Amiodarone hydrochloride,681.8,2.244,1e-06,1.0,,4.537,21.5072,17.3121,0.074013,0.296189,0.247966,1.211096,4.846593,4.057515,,,,,no_data,no_data,no_data
DTXSID0048185,41372-20-7,Apomorphine hydrochloride hydrate,625.6,0.1058,0.0723,1.0,,17.4,,6.0538,1.489649,,1.47063,22.36619,,22.08062,,,,,no_data,no_data,no_data
DTXSID8023890,3337-71-1,Asulam,230.2,-0.2672,0.456,1.0,,0.0,36.1907,1.5159,0.0,1.499206,1.481269,0.0,8.282813,8.183712,,,,,no_data,no_data,no_data
DTXSID9020114,2465-27-2,Auramine hydrochloride,303.8,0.5336,0.107,1.0,,8.66,17.1924,6.1499,1.485982,1.492906,1.480336,10.834592,10.885077,10.793422,,,,,no_data,no_data,no_data
DTXSID9034818,35575-96-3,Azamethiphos,324.7,1.05,0.553,1.0,,429.0,2.1516,48.7361,1.499945,1.48906,1.499514,11.688769,11.60395,11.68541,,,,,no_data,no_data,no_data
DTXSID4020119,446-86-6,Azathioprine,277.3,0.101,0.32,1.0,,0.0,0.0004,2.8571,0.0,0.021648,1.485794,0.0,0.14407,9.888259,,,,,no_data,no_data,no_data
DTXSID5038888,2390-60-5,Basic blue 7,514.2,2.876,1e-06,1.0,,3.21,9.7745,21.6089,0.053132,0.150861,0.297312,0.655697,1.861747,3.669063,,,,,no_data,no_data,no_data
DTXSID8021804,94-09-7,Benzocaine,165.2,1.86,0.338,1.0,,132.0,23.2999,12.8013,1.499706,1.498337,1.496976,5.946035,5.940606,5.935209,,,,,no_data,no_data,no_data
DTXSID1024598,118-58-1,Benzyl salicylate,228.2,3.106,1e-06,1.0,,841.0,23.9939,139.015,1.358771,0.323059,0.920924,7.441716,1.769329,5.043714,,,,,no_data,no_data,no_data
DTXSID2047270,253450-09-8,Besonprodil,402.5,4.239,0.0385,1.0,,5.31,12.1128,15.7236,1.438493,1.472401,1.478649,13.89584,14.223393,14.283746,,,,,no_data,no_data,no_data
DTXSID2022678,90357-06-5,Bicalutamide,430.4,3.477,0.0323,1.0,,0.0,22.4296,5.5272,0.0,1.482117,1.429984,0.0,15.309679,14.771162,,,,,no_data,no_data,no_data
DTXSID1022394,491-80-5,Biochanin a,284.3,3.138,0.0203,1.0,,230.0,12.4227,9.4946,1.497197,1.449748,1.434923,10.215674,9.89192,9.790764,,,,,no_data,no_data,no_data
DTXSID00872663,33171-05-0,Bisdemethoxycurcumin,308.3,3.242,1e-06,1.0,,112.0,34.9276,61.9293,0.842474,0.428244,0.622022,6.233637,3.16866,4.602466,,,,,no_data,no_data,no_data
DTXSID7037717,1478-61-1,Bisphenol af,336.2,4.017,0.00685,1.0,,125.0,29.0303,9.132,1.484842,1.43684,1.316091,11.98089,11.593577,10.619274,,,,,no_data,no_data,no_data
DTXSID7034383,125401-92-5,Bispyribac-sodium,452.4,-1.027,0.0106,1.0,,0.0,,15.4047,0.0,,1.423782,0.0,,15.458854,,,,,no_data,no_data,no_data
DTXSID3044704,62625-32-5,Bromocresol green sodium salt,720.0,1.581,0.00511,1.0,,0.0,21.1493,6.8548,0.0,1.387754,1.200432,0.0,23.980395,20.743461,,,,,no_data,no_data,no_data
DTXSID6020197,22260-51-1,Bromocriptine mesylate,750.7,0.6293,0.00955,1.0,,178.0,17.7483,23.2723,1.492326,1.426436,1.443237,26.886941,25.69981,26.002504,,,,,no_data,no_data,no_data
DTXSID1021247,569-61-9,C.i. basic red 9 monohydrochloride,323.8,-0.8487,0.235,1.0,,3.23,8.3598,2.9601,1.482923,1.493355,1.481385,11.524088,11.605163,11.512138,,,,,no_data,no_data,no_data
DTXSID9044538,13301-61-6,C.i. disperse orange 37,392.2,3.178,0.00145,1.0,,0.0,3.0164,32.1232,0.0,0.50024,1.262981,0.0,4.708661,11.888184,,,,,no_data,no_data,no_data
DTXSID5040706,3118-97-6,C.i. solvent orange 7,276.3,4.442,1e-06,1.0,,0.0,5.063,98.9346,0.0,0.082124,0.796373,0.0,0.544583,5.28091,,,,,no_data,no_data,no_data
DTXSID3041744,509-34-2,C.i. solvent red 49,442.6,6.086,0.0456,1.0,,13.9,7.7119,6.0453,1.479595,1.463619,1.453897,15.71685,15.547145,15.44388,,,,,no_data,no_data,no_data
DTXSID4021135,842-07-9,C.i. solvent yellow 14,248.3,3.866,0.00277,1.0,,0.0,2.5037,22.5678,0.0,0.663596,1.315984,0.0,3.954503,7.842212,,,,,no_data,no_data,no_data
DTXSID1048122,63449-41-2,C8-18-alkydimethylbenzyl ammonium chlorides,276.3,3.16,0.0104,1.0,,63.1,19.7219,13.9352,1.480282,1.438686,1.414674,9.816048,9.540216,9.380983,,,,,no_data,no_data,no_data
DTXSID6047319,184653-84-7,Carabersat,357.4,3.204,0.187,1.0,,0.0,24.2521,38.7905,0.0,1.497114,1.498195,0.0,12.841648,12.850914,,,,,no_data,no_data,no_data
DTXSID3047344,159138-81-5,Cariporide mesylate,379.4,0.5727,0.451,1.0,,0.0,66.771,10.2955,0.0,1.499565,1.497181,0.0,13.654436,13.632735,,,,,no_data,no_data,no_data
DTXSID9022817,1260-17-9,Carminic acid,492.4,0.573,1e-06,1.0,,88.8,34.5483,90.1862,0.755905,0.42491,0.761713,8.932985,5.021421,9.001619,,,,,no_data,no_data,no_data
DTXSID3020257,120-80-9,Catechol,110.1,0.8794,0.0268,1.0,,42.3,18.5984,1.3358,1.488522,1.474147,1.20562,3.933271,3.895287,3.18573,,,,,no_data,no_data,no_data
DTXSID7032345,56-95-1,Chlorhexidine diacetate,625.6,1.33,0.00236,1.0,,0.0,14.9118,7.7318,0.0,1.201549,1.014164,0.0,18.040534,15.227066,,,,,no_data,no_data,no_data
DTXSID2032348,3691-35-8,Chlorophacinone,374.8,4.064,1e-06,1.0,,0.0,22.0023,29.7947,0.0,0.301636,0.381308,0.0,2.713275,3.42994,,,,,no_data,no_data,no_data
DTXSID0020319,1897-45-6,Chlorothalonil,265.9,2.976,0.378,1.0,,0.0,7.4125,42.734,0.0,1.495335,1.499189,0.0,9.54263,9.567223,,,,,no_data,no_data,no_data
DTXSID1021299,569-57-3,Chlorotrianisene,380.9,5.725,1e-06,1.0,,0.0,29.3026,15.5286,0.0,0.376591,0.226274,0.0,3.442645,2.068505,,,,,no_data,no_data,no_data
DTXSID7024827,69-09-0,Chlorpromazine hydrochloride,355.3,1.32,0.0235,1.0,,0.0,9.5683,18.0408,0.0,1.443869,1.469698,0.0,12.312164,12.532405,,,,,no_data,no_data,no_data
DTXSID1022396,480-40-0,Chrysin,254.2,3.519,0.00263,1.0,,204.0,7.9834,24.2836,1.475953,1.05908,1.319413,9.004494,6.461238,8.049476,,,,,no_data,no_data,no_data
DTXSID2047272,249296-43-3,Cj-013610,489.6,0.4695,0.0645,1.0,,0.0,,5.7463,0.0,,1.465438,0.0,,17.219488,,,,,no_data,no_data,no_data
DTXSID3020336,637-07-0,Clofibrate,242.7,3.456,1e-06,1.0,,868.0,32.8128,127.6926,1.362762,0.409391,0.890443,7.937816,2.384621,5.186652,,,,,no_data,no_data,no_data
DTXSID3042633,17321-77-6,Clomipramine hydrochloride,351.3,1.822,0.041,1.0,,0.0,12.0589,2.2108,0.0,1.473941,1.368068,0.0,12.427089,11.534459,,,,,no_data,no_data,no_data
DTXSID9029221,1702-17-6,Clopyralid,192.0,1.062,0.438,0.0008511380382023,,0.0,1.8143,2.2522,0.0,1.48368,1.486825,0.0,0.005819,0.005831,,,,,no_data,no_data,no_data
DTXSID6034265,57754-85-5,Clopyralid-olamine,253.1,1.453,0.464,1.0,,0.0,2.9991,28.6861,0.0,1.490637,1.499016,0.0,9.054723,9.10562,,,,,no_data,no_data,no_data
DTXSID7029871,23593-75-1,Clotrimazole,344.8,4.8,0.00953,1.0,,77.1,0.4168,5.6464,1.482365,0.468653,1.290382,12.266865,3.878198,10.678172,,,,,no_data,no_data,no_data
DTXSID6022474,50-22-6,Corticosterone,346.5,1.942,0.137,1.0,,12.1,35.825,6.0987,1.492132,1.497333,1.484469,12.408568,12.451823,12.344848,,,,,no_data,no_data,no_data
DTXSID8047266,230954-09-3,Cp-544439,410.4,2.383,0.145,1.0,,2.27,,8.0065,1.461195,,1.48879,14.392186,,14.663988,,,,,no_data,no_data,no_data
DTXSID7047306,290352-28-2,Cp-634384,341.4,3.337,0.0126,1.0,,0.0,,9.0023,0.0,,1.392675,0.0,,11.411024,,,,,no_data,no_data,no_data
DTXSID6047282,445295-04-5,Cp-671305,454.4,3.118,0.0414,1.0,,0.0,,11.4861,0.0,,1.472924,0.0,,16.063122,,,,,no_data,no_data,no_data
DTXSID8031077,458-37-7,Curcumin,368.4,2.597,1e-06,1.0,,297.0,32.1754,21.0916,1.158911,0.403578,0.291578,10.246628,3.568277,2.578013,,,,,no_data,no_data,no_data
DTXSID9034492,120116-88-3,Cyazofamid,324.8,0.848,0.051,1.0,,10.0,2.5942,9.7493,1.474724,1.407038,1.474085,11.495766,10.968142,11.490787,,,,,no_data,no_data,no_data
DTXSID6043709,4449-51-8,Cyclopamine,411.6,5.248,0.0741,1.0,,29.4,33.3336,10.0655,1.494005,1.49471,1.482624,14.758383,14.765346,14.645952,,,,,no_data,no_data,no_data
DTXSID6024888,6055-19-2,Cyclophosphamide monohydrate,279.1,1.304,0.772,1.0,,0.0,27.8023,79.0634,0.0,1.499389,1.499785,0.0,10.04351,10.046161,,,,,no_data,no_data,no_data
DTXSID5035957,68359-37-5,Cyfluthrin,434.3,5.952,1e-06,1.0,,23.8,29.6299,15.5286,0.321007,0.379733,0.226274,3.345918,3.958029,2.358498,,,,,no_data,no_data,no_data
DTXSID6032358,57966-95-7,Cymoxanil,198.2,0.5879,0.437,1.0,,32.8,65.9468,1.2026,1.499086,1.499545,1.475459,7.130851,7.133036,7.018462,,,,,no_data,no_data,no_data
DTXSID5020366,427-51-0,Cyproterone acetate,416.9,3.409,0.0584,1.0,,4.46,53.9297,16.0327,1.451294,1.495848,1.486126,14.521068,14.96686,14.86958,,,,,no_data,no_data,no_data
DTXSID5024891,69-74-9,Cytarabine hydrochloride,279.7,-2.084,0.96,1.0,,16.8,0.9866,3.292,1.499187,1.486283,1.495863,10.063746,9.97712,10.041426,,,,,no_data,no_data,no_data
DTXSID9020370,1596-84-5,Daminozide,160.2,-1.495,0.939,1.0,,2.29,84.2954,0.739,1.493927,1.499834,1.48134,5.743851,5.766563,5.695455,,,,,no_data,no_data,no_data
DTXSID0047246,139340-56-0,Darbufelone mesylate,428.6,0.5448,0.00678,1.0,,0.0,38.0713,13.5509,0.0,1.450867,1.369684,0.0,14.924197,14.089121,,,,,no_data,no_data,no_data
DTXSID5037494,6190-65-4,Deethylatrazine,187.6,1.511,0.486,1.0,,0.0,0.0,4.5253,0.0,0.0,1.494062,0.0,0.0,6.726864,,,,,no_data,no_data,no_data
DTXSID9034361,90823-38-4,Denatonium saccharide,507.6,0.8279,0.488,1.0,,0.0,17.033,19.3977,0.0,1.498424,1.498616,0.0,18.254403,18.256741,,,,,no_data,no_data,no_data
DTXSID3047429,2392-39-4,Dexamethasone sodium phosphate,516.4,0.9792,0.0956,1.0,,9.63,31.8778,8.468,1.485892,1.49571,1.483976,18.415546,18.537229,18.391809,,,,,no_data,no_data,no_data
DTXSID1041847,109-43-3,Dibutyl decanedioate,314.5,5.972,1e-06,1.0,,134.0,58.1761,18.8409,0.907807,0.599388,0.26598,6.852131,4.524183,2.00762,,,,,no_data,no_data,no_data
DTXSID6021824,97-23-4,Dichlorophen,269.1,4.258,0.0045,1.0,,13.2,19.683,21.3109,1.307578,1.365263,1.374696,8.444861,8.817415,8.878334,,,,,no_data,no_data,no_data
DTXSID5020449,62-73-7,Dichlorvos,221.0,1.429,1e-06,1.0,,86.4,101.0999,81.6857,0.745631,0.804455,0.7246,3.954825,4.26683,3.843276,,,,,no_data,no_data,no_data
DTXSID1024049,35367-38-5,Diflubenzuron,310.7,3.877,0.0308,1.0,,0.0,17.6334,5.7927,0.0,1.47624,1.429942,0.0,11.008027,10.662788,,,,,no_data,no_data,no_data
DTXSID9022522,84-69-5,Diisobutyl phthalate,278.3,4.112,0.000435,1.0,,345.0,37.245,39.2026,1.41744,0.974322,0.991677,9.467364,6.507694,6.623607,,,,,no_data,no_data,no_data
DTXSID5031131,131-18-0,Dipentyl phthalate,306.4,5.616,0.0986,1.0,,301.0,39.7496,27.3895,1.499558,1.496662,1.49516,11.027152,11.005854,10.994812,,,,,no_data,no_data,no_data
DTXSID8024072,957-51-7,Diphenamid,239.3,2.808,0.301,1.0,,0.0,31.7985,6.8349,0.0,1.498631,1.493654,0.0,8.60694,8.578352,,,,,no_data,no_data,no_data
DTXSID0022436,126-00-1,Diphenolic acid,286.3,3.455,0.163,1.0,,0.0,26.554,52.6801,0.0,1.496977,1.498475,0.0,10.286027,10.296319,,,,,no_data,no_data,no_data
DTXSID8032544,136-45-8,"Dipropyl 2,5-pyridinedicarboxylate",251.3,3.565,0.865,1.0,,592.0,10.5339,17.9517,1.499974,1.498562,1.499156,9.046646,9.038129,9.04171,,,,,no_data,no_data,no_data
DTXSID1021322,97-77-8,Disulfiram,296.5,3.877,0.08601,1.0,,28.46,448.5725,18.065,1.494663,1.49966,1.491608,10.636019,10.671582,10.614286,,,,,no_data,no_data,no_data
DTXSID3047477,6533-00-2,Dl-norgestrel,312.5,3.067,0.0392,1.0,,11.0,32.6256,22.9771,1.470196,1.489817,1.485583,11.026472,11.17363,11.141869,,,,,no_data,no_data,no_data
DTXSID6025226,24169-02-6,Econazole nitrate,444.7,1.082,0.00553,1.0,,6.02,2.9137,48.6519,1.188049,0.972444,1.452799,12.679807,10.3787,15.505429,,,,,no_data,no_data,no_data
DTXSID7047277,361343-19-3,Elzasonan,448.4,4.692,0.0329,1.0,,21.1,,12.0769,1.481347,,1.46771,15.941662,,15.794912,,,,,no_data,no_data,no_data
DTXSID4047258,124378-77-4,Enadoline,396.5,2.894,0.263,1.0,,3.36,26.3909,14.7964,1.485308,1.498113,1.496638,14.134186,14.256046,14.242009,,,,,no_data,no_data,no_data
DTXSID7024081,145-73-3,Endothal,186.2,1.907,0.867,1.0,,0.0,45.4612,12.5521,0.0,1.499667,1.498796,0.0,6.701714,6.69782,,,,,no_data,no_data,no_data
DTXSID0048183,77756-20-8,Enterolactone,298.3,2.811,0.0121,1.0,,139.0,,5.255,1.492244,,1.318713,10.683276,,9.440931,,,,,no_data,no_data,no_data
DTXSID0025234,17372-87-1,Eosin,691.9,4.486,0.0524,1.0,,0.0,13.2094,8.811,0.0,1.481293,1.472128,0.0,24.597762,24.445574,,,,,no_data,no_data,no_data
DTXSID1040372,133855-98-8,Epoxiconazole,329.8,3.072,0.0575,1.0,,0.0,0.203,24.1111,0.0,0.857694,1.490602,0.0,6.788816,11.79841,,,,,no_data,no_data,no_data
DTXSID7047433,474-86-2,Equilin,268.4,3.531,0.0583,1.0,,9.74,35.3185,31.6417,1.477259,1.493659,1.492926,9.515914,9.621554,9.61683,,,,,no_data,no_data,no_data
DTXSID9044950,52479-85-3,Exifone,278.2,1.158,1e-06,1.0,,28.1,30.9539,729.085,0.364895,0.392263,1.339413,2.436333,2.619065,8.942993,,,,,no_data,no_data,no_data
DTXSID7048168,129299-90-7,Fabesetron hydrochloride,329.8,0.4345,0.0309,1.0,,7.56,2.3118,7.5865,1.445896,1.336461,1.446078,11.444555,10.578356,11.445997,,,,,no_data,no_data,no_data
DTXSID8034588,131807-57-3,Famoxadone,374.4,4.649,0.0097,1.29625565584147,,16.4,5.6514,5.6464,1.42187,1.293708,1.29355,16.561422,15.068638,15.066803,,,,,no_data,no_data,no_data
DTXSID3020673,2353-45-9,Fd&c green no. 3,808.8,4.633,0.0151,1.0,,0.0,27.3089,5.5716,0.0,1.468863,1.358818,0.0,28.512397,26.376293,,,,,no_data,no_data,no_data
DTXSID6021456,2783-94-0,Fd&c yellow 6,452.4,1.779,1e-06,1.0,,18.9,10.4562,27.3989,0.266666,0.160258,0.357964,2.895358,1.740022,3.886627,,,,,no_data,no_data,no_data
DTXSID2029874,49562-28-9,Fenofibrate,360.8,4.943,0.00815,1.0,,563.0,30.7259,3.2238,1.497148,1.449406,1.125538,12.964103,12.550694,9.746255,,,,,no_data,no_data,no_data
DTXSID0040755,113776-20-8,Fenoxaprop-(2s)-ethyl,361.8,4.579,0.00537,1.0,,723.0,,7.9532,1.49663,,1.245153,12.995541,,10.811908,,,,,no_data,no_data,no_data
DTXSID2034598,71283-80-2,Fenoxaprop-p-ethyl,361.8,4.579,0.00635,1.0,,519.0,3.1605,4.6632,1.496032,1.044891,1.158122,12.990345,9.072997,10.056208,,,,,no_data,no_data,no_data
DTXSID2032550,111812-58-9,"Fenpyroximate (z,e)",421.5,5.008,0.0046,1.0,,16.8,9.3458,5.3964,1.347574,1.246542,1.109355,13.632057,12.610016,11.222233,,,,,no_data,no_data,no_data
DTXSID7037551,101-42-8,Fenuron,164.2,0.9813,0.564,1.0,,2.89,20.9907,4.3995,1.491999,1.498893,1.494734,5.879668,5.906839,5.890449,,,,,no_data,no_data,no_data
DTXSID3034612,69806-50-4,Fluazifop-butyl,383.4,4.5,0.00862,1.0,,401.0,8.8529,5.3748,1.496216,1.345839,1.261914,13.767584,12.383873,11.611627,,,,,no_data,no_data,no_data
DTXSID3034618,188489-07-8,Flufenpyr-ethyl,408.7,4.075,0.769,1.0,,375.0,4.3332,23.0953,1.499955,1.496075,1.499262,14.712754,14.674705,14.705962,,,,,no_data,no_data,no_data
DTXSID7024112,72178-02-0,Fomesafen,438.8,2.902,0.017,1.0,,0.0,24.1418,3.9953,0.0,1.468718,1.328964,0.0,15.467364,13.995581,,,,,no_data,no_data,no_data
DTXSID6024123,69806-40-2,Haloxyfop-methyl,375.7,4.07,0.00819,1.0,,467.0,7.5186,6.1863,1.49658,1.313536,1.279287,13.494359,11.843891,11.535078,,,,,no_data,no_data,no_data
DTXSID6023868,67485-29-4,Hydramethylnon,494.5,2.313,1e-06,1.0,,4.38,5.9362,18.9144,0.071574,0.095387,0.266833,0.849445,1.132058,3.16678,,,,,no_data,no_data,no_data
DTXSID8033562,52806-53-8,Hydroxyflutamide,292.2,2.7,0.166,1.0,,0.0,17.6736,19.71,0.0,1.495544,1.496003,0.0,10.487951,10.491171,,,,,no_data,no_data,no_data
DTXSID6043915,630-56-8,Hydroxyprogesterone caproate,428.6,5.315,0.0175,1.0,,195.0,50.1562,2.6731,1.496168,1.485209,1.263837,15.390177,15.277453,13.000333,,,,,no_data,no_data,no_data
DTXSID7047356,473289-62-2,Ilepatril,432.5,2.475,0.319,1.0,,5.55,,10.9851,1.49263,,1.496268,15.493504,,15.531258,,,,,no_data,no_data,no_data
DTXSID4047252,186392-65-4,Ingliforib,457.9,0.4186,0.0234,1.0,,2.09,9.5699,6.9233,1.27255,1.443648,1.423208,13.984812,15.86511,15.640491,,,,,no_data,no_data,no_data
DTXSID7034674,125225-28-7,Ipconazole,333.9,4.208,0.0132,1.0,,101.0,0.3401,9.4326,1.490229,0.508971,1.401601,11.9421,4.078689,11.231866,,,,,no_data,no_data,no_data
DTXSID8032417,25311-71-1,Isofenphos,345.4,4.117,0.0105,1.0,,158.0,34.7017,6.542,1.492138,1.464858,1.330666,12.369227,12.143085,11.030692,,,,,no_data,no_data,no_data
DTXSID8024157,33820-53-0,Isopropalin,309.4,4.502,1e-06,1.0,,12.5,18.6611,33.2147,0.187664,0.263889,0.413025,1.393518,1.959532,3.066956,,,,,no_data,no_data,no_data
DTXSID6025486,51-30-9,Isoproterenol hydrochloride,247.7,-1.184,0.609,1.0,,0.0,15.7713,1.9302,0.0,1.498636,1.488928,0.0,8.909092,8.851379,,,,,no_data,no_data,no_data
DTXSID1042077,34123-59-6,Isoproturon,206.3,2.686,0.258,1.0,,0.0,30.8868,0.0049,0.0,1.498356,0.189527,0.0,7.418662,0.938384,,,,,no_data,no_data,no_data
DTXSID0042086,59227-89-3,Laurocapram,281.5,6.109,0.00275,1.0,,9.8,43.3621,10.0023,1.13263,1.397553,1.138269,7.65205,9.441868,7.690143,,,,,no_data,no_data,no_data
DTXSID0048189,1166-52-5,Lauryl gallate,338.4,4.638,1e-06,1.0,,0.0,38.4392,22.8849,0.0,0.458148,0.311225,0.0,3.720898,2.527646,,,,,no_data,no_data,no_data
DTXSID7031531,129-73-7,Leucomalachite green,330.5,5.525,1e-06,1.0,,0.0,23.72,18.8409,0.0,0.320158,0.26598,0.0,2.539494,2.109757,,,,,no_data,no_data,no_data
