"Compound","CAS","DTXSID","logP","MW","pKa_Accept","pKa_Donor","Human.Clint","Human.Clint.pValue","Human.Funbound.plasma","Human.Rblood2plasma","MW_num","logP_num","Fup_num","Rblood2plasma_num","Clint_native","Clint_rf","needs_clint_impute","Clint_used","Clint_source","n_tc_assays","AC50_5pct_uM","AC50_med_uM","AC50_source","Exposure_median_mg_kg_day","Exposure_l95_mg_kg_day","Exposure_u95_mg_kg_day","Exposure_source","Exposure_pathway"
"Nicotine","54-11-5","DTXSID1020930",1.171,162.2,"8.58,2.7"," ",4.44,0,0.406,0.8238,162.2,1.171,0.406,0.8238,4.44,5.92743587708307,FALSE,4.44,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tetracycline","60-54-8","DTXSID7023645",-1.295,444.4,"5.36","7.27,8.57,11.6,13,14.4",0,0.9998,0.468,1.7,444.4,-1.295,0.468,1.7,0,3.78825022193397,TRUE,3.78825022193397,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Valproic acid","99-66-1","DTXSID6023733",2.748,144.2," ","5.14",0.4366,NA,0.214,0.74,144.2,2.748,0.214,0.74,0.4366,2.45814196580452,FALSE,0.4366,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Busulphan","55-98-1","DTXSID3020910",-0.5186,246.3," "," ",1.39,NA,1,NA,246.3,-0.5186,1,NA,1.39,2.46898841346579,FALSE,1.39,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Chlorambucil","305-03-3","DTXSID7020263",1.707,304.2,"1.72","4.46",44,NA,0.01,NA,304.2,1.707,0.01,NA,44,24.5877270372963,FALSE,44,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Chloramphenicol","56-75-7","DTXSID7020265",1.139,323.1," ","8.69,13.6",0.723,NA,0.34,NA,323.1,1.139,0.34,NA,0.723,1.78301965669563,FALSE,0.723,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Ciprofloxacin","85721-33-1","DTXSID8022824",0.2801,331.3,"8.68","5.76",4.17,NA,0.7,1.07,331.3,0.2801,0.7,1.07,4.17,3.75619275779494,FALSE,4.17,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Colchicine","64-86-8","DTXSID5024845",1.3,399.4," "," ",0.698,NA,0.61,NA,399.4,1.3,0.61,NA,0.698,1.61668082535412,FALSE,0.698,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Dapsone","80-08-0","DTXSID4020371",0.9717,248.3,"2.39,1.57"," ",0,0.9066,0.295,1.04,248.3,0.9717,0.295,1.04,0,3.3565323568227,TRUE,3.3565323568227,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Didanosine","69655-05-6","DTXSID6022927",-1.238,236.2,"0.6","8.93,14.7",0,0.9994,0.951,1.08,236.2,-1.238,0.951,1.08,0,4.65393046159734,TRUE,4.65393046159734,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Edaravone","89-25-8","DTXSID9021130",1.783,174.2," ","14.6",2,NA,0.89,NA,174.2,1.783,0.89,NA,2,3.28487971747745,FALSE,2,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Estradiol","50-28-2","DTXSID0020573",3.909,272.4," ","10.3",56.9,0,4.95e-06,NA,272.4,3.909,4.95e-06,NA,56.9,62.916934339213,FALSE,56.9,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Finasteride","98319-26-7","DTXSID3020625",3.03,372.6,"0.16","14.5",4.5,NA,0.095,0.56,372.6,3.03,0.095,0.56,4.5,6.54443227923783,FALSE,4.5,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fluorescein","2321-07-5","DTXSID0038887",2.531,332.3," ","8.72,9.32",0,0.9996,0.151,NA,332.3,2.531,0.151,NA,0,5.90830147508993,TRUE,5.90830147508993,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Glipizide","29094-61-9","DTXSID0040676",1.91,445.5,"0.06","4.32,13.9",1.597,NA,0.02,0.55,445.5,1.91,0.02,0.55,1.597,3.77362068693091,FALSE,1.597,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Glyburide","10238-21-8","DTXSID0037237",1.786,494," ","4.32,13.7",6.62,NA,0.021,0.56,494,1.786,0.021,0.56,6.62,7.51714753518413,FALSE,6.62,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Indomethacin","53-86-1","DTXSID9020740",4.267,357.8," ","3.79",9.35,0,0.0103,NA,357.8,4.267,0.0103,NA,9.35,20.1296101139708,FALSE,9.35,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Isoniazide","54-85-3","DTXSID8020755",-0.6985,137.1,"3.35,2.36","13.6",1.11,NA,1,NA,137.1,-0.6985,1,NA,1.11,1.3743551718127,FALSE,1.11,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Levonorgestrel","797-63-7","DTXSID3036496",3.067,312.5," "," ",9.89,0,0.0369,NA,312.5,3.067,0.0369,NA,9.89,10.9380448138268,FALSE,9.89,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Melatonin","73-31-4","DTXSID1022421",0.6118,232.3," "," ",0,0.9982,0.498,NA,232.3,0.6118,0.498,NA,0,7.30573003197366,TRUE,7.30573003197366,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Metronidazole","443-48-1","DTXSID2020892",-0.02363,171.2,"2.33"," ",3,NA,0.96,1.07,171.2,-0.02363,0.96,1.07,3,2.28519381797473,FALSE,3,"httk_measured",6,6.75647991262135,28.2137201529665,"example.toxcast",NA,NA,NA,NA,NA
"Mifepristone","84371-65-3","DTXSID5023322",4.814,429.6,"4.89","12.9",33.2,0,0.0167,NA,429.6,4.814,0.0167,NA,33.2,30.5954165295812,FALSE,33.2,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Nitrofurantoin","67-20-9","DTXSID7020972",-0.4691,238.2," ","8.23,13.7",0,0.9984,0.415,0.76,238.2,-0.4691,0.415,0.76,0,5.50373965674004,TRUE,5.50373965674004,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Physostigmine","57-47-6","DTXSID3023471",1.58,275.4,"6.59","14.8",1.64,NA,0.64,NA,275.4,1.58,0.64,NA,1.64,2.86291736351514,FALSE,1.64,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Quercetin","117-39-5","DTXSID4021218",1.24,302.2," ","7.58,8.9,9.49,12.6,14.8",75.2,0,0.0176,NA,302.2,1.24,0.0176,NA,75.2,27.7943192498508,FALSE,75.2,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Thalidomide","50-35-1","DTXSID9022524",0.3288,258.2," ","11.6",4,NA,0.4,NA,258.2,0.3288,0.4,NA,4,6.53288404880906,FALSE,4,"httk_measured",6,0.2730024177255,1.06563988945297,"example.toxcast",NA,NA,NA,NA,NA
"Tolcapone","134308-13-7","DTXSID3023685",2.798,273.2," ","5.44,10.3",22,0,0.0133,NA,273.2,2.798,0.0133,NA,22,18.0234827193508,FALSE,22,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triamcinolone acetonide","76-25-5","DTXSID6021371",2.531,434.5," ","13.4,14",9,NA,0.2,NA,434.5,2.531,0.2,NA,9,7.67872228052271,FALSE,9,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triamterene","396-01-0","DTXSID6021373",0.9803,253.3,"1.86"," ",0,0.9985,0.333,NA,253.3,0.9803,0.333,NA,0,3.913161657043,TRUE,3.913161657043,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Hexachlorophene","70-30-4","DTXSID6020690",7.538,406.9," ","5.15,8.79",0,0.9988,8.62e-09,0.8086,406.9,7.538,8.62e-09,0.8086,0,0.619294228547985,TRUE,0.619294228547985,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Aminoglutethimide","125-84-8","DTXSID8022589",-1.471,232.3,"4.28","11.7",0.723,NA,0.563,NA,232.3,-1.471,0.563,NA,0.723,2.45827475594113,FALSE,0.723,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Aminopterin","54-62-6","DTXSID3022588",-0.05046,440.4,"2.25,1.57","3.38,4.18",0,NA,0.75,NA,440.4,-0.05046,0.75,NA,0,2.34846620538945,TRUE,2.34846620538945,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Cycloheximide","66-81-9","DTXSID6024882",0.5478,281.4," ","11.8,14.8",1.74,NA,0.629,NA,281.4,0.5478,0.629,NA,1.74,3.97813948569267,FALSE,1.74,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Diethylphthalate","84-66-2","DTXSID7021780",2.444,222.2," "," ",42.5,NA,0.19,NA,222.2,2.444,0.19,NA,42.5,13.3589058241912,FALSE,42.5,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fenpropathrin","39515-41-8","DTXSID0024002",5.698,349.4," ","10.6",19.7,0,0.00458,NA,349.4,5.698,0.00458,NA,19.7,21.5447059803881,FALSE,19.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Fenvalerate","67614-33-9","DTXSID3020621",6.2,419.9," ","10.6",0.766,NA,0.005,NA,419.9,6.2,0.005,NA,0.766,11.4557864284548,FALSE,0.766,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Gibberellic_acid","77-06-5","DTXSID0020656",0.2422,346.4," ","4.16,14.1",0,NA,0.24,NA,346.4,0.2422,0.24,NA,0,3.58639182045922,TRUE,3.58639182045922,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Nalidixic_acid","389-08-2","DTXSID3020912",1.59,232.2,"4.68","5.95",1.1,NA,0.749,NA,232.2,1.59,0.749,NA,1.1,1.94871315367956,FALSE,1.1,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Strychnine","57-24-9","DTXSID6023600",1.929,334.4,"9.27"," ",2,NA,0.457,NA,334.4,1.929,0.457,NA,2,3.18290201192278,FALSE,2,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Dibutylphthalate","84-74-2","DTXSID2021781",4.609,278.3," "," ",42.5,NA,0.028,NA,278.3,4.609,0.028,NA,42.5,25.3544396064155,FALSE,42.5,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Gemfibrozil","25812-30-0","DTXSID0020652",4.431,250.3," ","4.42",52.18,NA,0.03,0.55,250.3,4.431,0.03,0.55,52.18,32.3530794935596,FALSE,52.18,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Hydrochlorothiazide","58-93-5","DTXSID2020713",-0.07002,297.7," ","9.09,9.83,11.3",0,0.9977,0.274,1.7,297.7,-0.07002,0.274,1.7,0,6.45033004772957,TRUE,6.45033004772957,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"1,2,3,4,5,6-hexachlorocyclohexane","608-73-1","DTXSID7020687",3.719,290.8," "," ",0,0.8111,0.0174,NA,290.8,3.719,0.0174,NA,0,26.034989696839,TRUE,26.034989696839,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"1,3-dinitrobenzene","99-65-0","DTXSID9024065",1.492,168.1," "," ",0,0.9989,0.391,NA,168.1,1.492,0.391,NA,0,11.2219690649846,TRUE,11.2219690649846,"RF_imputed_chem.physical_and_invitro.data",28,0.841656436904279,24.8461435089418,"example.toxcast",NA,NA,NA,NA,NA
"Daidzein","486-66-8","DTXSID9022310",3.243,254.2," ","6.48,8.96",15.4,0,0.0553,NA,254.2,3.243,0.0553,NA,15.4,26.4105701081616,FALSE,15.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tamoxifen citrate","54965-24-1","DTXSID8021301",0.8373,563.6,"8.76"," ",0,0.878,0.0012,NA,563.6,0.8373,0.0012,NA,0,12.6352274410106,TRUE,12.6352274410106,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Meso-hexestrol","84-16-2","DTXSID2022381",4.274,270.4," ","9.93,10.5",0,0.4102,0.00772,NA,270.4,4.274,0.00772,NA,0,18.993605984767,TRUE,18.993605984767,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"4-chloro-3-methylphenol","59-50-7","DTXSID4021717",3.091,142.6," ","9.08",0,0.9963,0.0723,NA,142.6,3.091,0.0723,NA,0,12.4652415094714,TRUE,12.4652415094714,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Estrone","53-16-7","DTXSID4022367",3.132,270.4," ","10.3",0,0.8335,0.0308,NA,270.4,3.132,0.0308,NA,0,16.8109949831719,TRUE,16.8109949831719,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Kaempferol","520-18-3","DTXSID7020768",2.158,286.2," ","7.59,9.01,9.65,14.4",95.7,NA,0.02973,NA,286.2,2.158,0.02973,NA,95.7,30.0913516686828,FALSE,95.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Zearalenone","17924-92-4","DTXSID0021460",3.745,318.4," ","8.54,10.4",209,0,0.004899,NA,318.4,3.745,0.004899,NA,209,67.7210153156248,FALSE,209,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"5alpha-dihydrotestosterone","521-18-6","DTXSID9022364",3.551,290.4," "," ",70.7,0,0.0313,NA,290.4,3.551,0.0313,NA,70.7,35.4316233664074,FALSE,70.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Apigenin","520-36-5","DTXSID6022391",3.02,270.2," ","6.57,8.07,8.83",138,0,9.57e-05,NA,270.2,3.02,9.57e-05,NA,138,87.056142400556,FALSE,138,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Trimethyl phosphate","512-56-1","DTXSID1021403",-0.6486,140.1," "," ",3.43,NA,1.084,NA,140.1,-0.6486,1.084,NA,3.43,3.11235270188771,FALSE,3.43,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Nordihydroguaiaretic acid","500-38-9","DTXSID5022437",3.091,302.4," ","9.21,9.81,12.7,13.3",270,0,7.14e-08,NA,302.4,3.091,7.14e-08,NA,270,157.813957187559,FALSE,270,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2,2'-bisphenol f","2467-02-9","DTXSID4022446",3.4,200.2," ","8.26,11.9",83.5,0,0.041,NA,200.2,3.4,0.041,NA,83.5,52.3004173588037,FALSE,83.5,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-ethylhexylparaben","5153-25-3","DTXSID4022525",4.101,250.3," ","8.5",128,NA,0.01318,NA,250.3,4.101,0.01318,NA,128,53.2104419159955,FALSE,128,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Caprolactam","105-60-2","DTXSID4020240",-1.193,113.2," ","15",0,0.9996,0.761,NA,113.2,-1.193,0.761,NA,0,1.74341091273436,TRUE,1.74341091273436,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2,4,5-trichlorophenoxyacetic acid","93-76-5","DTXSID5021388",3.31,255.5," ","2.56",0,0.9983,0.0127,NA,255.5,3.31,0.0127,NA,0,27.2113778469534,TRUE,27.2113778469534,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Clodinafop-propargyl","105512-06-9","DTXSID6032354",3.899,349.7," "," ",1010,0,0.0148,NA,349.7,3.899,0.0148,NA,1010,156.880206142598,FALSE,1010,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2,4-dihydroxybenzophenone","131-56-6","DTXSID8022406",2.595,214.2," ","7.09,8.72",39.3,0,0.0113,NA,214.2,2.595,0.0113,NA,39.3,23.6874425848444,FALSE,39.3,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Norethindrone","68-22-4","DTXSID9023380",2.97,298.4," "," ",0,0.5147,0.0516,NA,298.4,2.97,0.0516,NA,0,11.9015950402145,TRUE,11.9015950402145,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"17-methyltestosterone","58-18-4","DTXSID1033664",3.361,302.5," "," ",12.7,0,0.0329,NA,302.5,3.361,0.0329,NA,12.7,17.5385311024447,FALSE,12.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"4,4'-sulfonyldiphenol","80-09-1","DTXSID3022409",-0.1034,250.3," ","7.42,8.03",0,0.9922,0.0576,NA,250.3,-0.1034,0.0576,NA,0,5.2434167615729,TRUE,5.2434167615729,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Tris(2-chloroethyl) phosphate","115-96-8","DTXSID5021411",1.441,285.5," "," ",0,0.1746,0.44,NA,285.5,1.441,0.44,NA,0,3.0286729458682,TRUE,3.0286729458682,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Benzylparaben","94-18-8","DTXSID9022526",3.556,228.2," ","8.5",633,0,0.00674,NA,228.2,3.556,0.00674,NA,633,166.719149289153,FALSE,633,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"Triphenylphosphine oxide","791-28-6","DTXSID2022121",2.835,278.3," "," ",0,0.9996,0.101,NA,278.3,2.835,0.101,NA,0,16.4626487899935,TRUE,16.4626487899935,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"(6)-gingerol","23513-14-6","DTXSID3041035",3.431,294.4," ","9.95",146,0,0.141,NA,294.4,3.431,0.141,NA,146,35.5170678188795,FALSE,146,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"1-benzylquinolinium chloride","15619-48-4","DTXSID8044593",0.4384,255.8," "," ",7.31,0,0.599,NA,255.8,0.4384,0.599,NA,7.31,6.55151315691,FALSE,7.31,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"1-dodecyl-2-pyrrolidinone","2687-96-9","DTXSID4042206",4.203,253.4," "," ",19.1,0,0.0125,NA,253.4,4.203,0.0125,NA,19.1,25.8069103938793,FALSE,19.1,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"1-naphthol","90-15-3","DTXSID6021793",2.85,144.2," ","9.6",0,0.9244,0.0682,NA,144.2,2.85,0.0682,NA,0,21.6757658137038,TRUE,21.6757658137038,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"1,2-dimethyl-3-nitrobenzene","83-41-0","DTXSID7025132",2.83,151.2," "," ",523,0,3.21e-08,NA,151.2,2.83,3.21e-08,NA,523,180.389493867256,FALSE,523,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"1,2,3-benzotriazole","95-14-7","DTXSID6020147",1.439,119.1,"0.56","8.63",0,0.9999,0.287,NA,119.1,1.439,0.287,NA,0,10.2689190413459,TRUE,10.2689190413459,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"1,4-bis(n-isopropylamino)anthraquinone","14233-37-5","DTXSID2041250",3.459,322.4,"4.71,1.81"," ",0,0.9994,0.00728,NA,322.4,3.459,0.00728,NA,0,45.3729549887361,TRUE,45.3729549887361,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"17alpha-estradiol","57-91-0","DTXSID8022377",3.909,272.4," ","10.3",55.6,0,3.98e-05,NA,272.4,3.909,3.98e-05,NA,55.6,63.2698385554076,FALSE,55.6,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"17beta-trenbolone","10161-33-8","DTXSID0034192",2.948,270.4," "," ",37.4,0,0.0999,NA,270.4,2.948,0.0999,NA,37.4,21.6255201088533,FALSE,37.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2',4',5',7'-tetrabromofluorescein","15086-94-9","DTXSID3044590",5.861,647.9," ","6,6.61",0,0.9764,0.003,NA,647.9,5.861,0.003,NA,0,12.4340089267776,TRUE,12.4340089267776,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-(4-hydroxybenzyl)phenol","2467-03-0","DTXSID2044890",3.15,200.2," ","9.8,10.4",56.8,0,0.0426,NA,200.2,3.15,0.0426,NA,56.8,32.2364175766778,FALSE,56.8,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-(thiocyanomethylthio)benzothiazole","21564-17-0","DTXSID6032647",3.299,238.3,"1.02"," ",0,0.346,0.331,NA,238.3,3.299,0.331,NA,0,16.8590678644619,TRUE,16.8590678644619,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-[4-(diethylamino)-2-hydroxybenzoyl]benzoic acid","5809-23-4","DTXSID4027604",3.279,313.4,"3.09","3.72,7.32",2,0,0.00517,NA,313.4,3.279,0.00517,NA,2,8.31384450111218,FALSE,2,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-amino-5-azotoluene","97-56-3","DTXSID1020069",3.783,225.3,"2.99,0.5"," ",6.89,0,0.00696,NA,225.3,3.783,0.00696,NA,6.89,19.3139699361006,FALSE,6.89,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-aminoanthraquinone","117-79-3","DTXSID6020068",3.307,223.2,"2.04"," ",30.8,0,0.0305,NA,223.2,3.307,0.0305,NA,30.8,27.5216731332701,FALSE,30.8,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-chloro-4-phenylphenol","92-04-6","DTXSID0022353",4.165,204.6," ","7.88",0,0.4811,1.17e-08,NA,204.6,4.165,1.17e-08,NA,0,45.8780518331106,TRUE,45.8780518331106,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-chloro-n-phenylacetamide","587-65-5","DTXSID3041409",1.63,169.6," ","13.5",38.9,0,0.401,NA,169.6,1.63,0.401,NA,38.9,13.6784138972465,FALSE,38.9,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-ethyl-3-hydroxy-4h-pyran-4-one","4940-11-8","DTXSID5041516",0.6281,140.1," ","9.53",81,0,0.606,NA,140.1,0.6281,0.606,NA,81,35.447325600549,FALSE,81,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-hydroxy-4-methoxybenzophenone","131-57-7","DTXSID3022405",3.785,228.2," ","7.07",15.7,0,0.00952,NA,228.2,3.785,0.00952,NA,15.7,19.0093703117822,FALSE,15.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-mercaptobenzimidazole","583-39-1","DTXSID9025536",1.66,150.2," ","9.77,14.2",0,0.9947,0.4,NA,150.2,1.66,0.4,NA,0,18.0183458553963,TRUE,18.0183458553963,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-mercaptobenzothiazole","149-30-4","DTXSID1020807",2.418,167.2,"1.26","7.46",37.3,0,0.0215,NA,167.2,2.418,0.0215,NA,37.3,31.9176286649657,FALSE,37.3,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-methoxy-4-propylphenol","2785-87-7","DTXSID2047199",2.648,166.2," ","10.3",24.6,0,0.0707,NA,166.2,2.648,0.0707,NA,24.6,21.648183553272,FALSE,24.6,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-methoxyphenol","90-05-1","DTXSID0023113",1.32,124.1," ","9.98",44.9,0,0.569,NA,124.1,1.32,0.569,NA,44.9,22.8581571181284,FALSE,44.9,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-methylaniline","95-53-4","DTXSID1026164",1.322,107.2,"4.48"," ",0,0.994,0.713,NA,107.2,1.322,0.713,NA,0,5.19371356169018,TRUE,5.19371356169018,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-tert-butyl-4-ethylphenol","96-70-8","DTXSID4044581",3.812,178.3," ","10.9",102,0,0.0454,NA,178.3,3.812,0.0454,NA,102,62.0037528040215,FALSE,102,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-tert-butyl-4-methylphenol","2409-55-4","DTXSID2020212",3.433,164.2," ","11",20.9,0,0.0272,NA,164.2,3.433,0.0272,NA,20.9,27.008376356595,FALSE,20.9,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-tert-butyl-5-methylphenol","88-60-8","DTXSID2026529",3.343,164.2," ","10.7",36,0,0.0264,NA,164.2,3.343,0.0264,NA,36,31.1874445204923,FALSE,36,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2-tert-butylphenol","88-18-6","DTXSID2026525",3.31,150.2," ","10.6",59.7,0,0.000115,NA,150.2,3.31,0.000115,NA,59.7,55.5014433758815,FALSE,59.7,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2,2'-methylenebis(4-methyl-6-tert-butylphenol)","119-47-1","DTXSID4020870",6.251,340.5," ","9.21,11.1",22.4,0,2.14e-08,NA,340.5,6.251,2.14e-08,NA,22.4,35.9949401834665,FALSE,22.4,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2,2'-methylenebis(ethyl-6-tert-butylphenol)","88-24-4","DTXSID7038864",7.47,368.6," ","9.18,11",0,0.9952,0.00513,NA,368.6,7.47,0.00513,NA,0,2.65062545354072,TRUE,2.65062545354072,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2,2',4,4'-tetrahydroxybenzophenone","131-55-5","DTXSID5041306",2.598,246.2," ","6.75,7.38,8.45,9.05",19.2,0,0.0354,NA,246.2,2.598,0.0354,NA,19.2,15.2378575227417,FALSE,19.2,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2,2',6,6'-tetrachlorobisphenol a","79-95-8","DTXSID3021770",7.151,366.1," ","6.27,6.88",18.7,0,0.00598,NA,366.1,7.151,0.00598,NA,18.7,4.92774905168765,FALSE,18.7,"httk_measured",357,1.02696470419096,22.3872113856834,"example.toxcast",NA,NA,NA,NA,NA
"2,2,4-trimethyl-1,3-pentanediol diisobutyrate","6846-50-0","DTXSID1027635",4.777,286.4," "," ",9.95,0,9.42e-07,NA,286.4,4.777,9.42e-07,NA,9.95,22.9723519897095,FALSE,9.95,"httk_measured",0,1,1,"default_1uM",NA,NA,NA,NA,NA
"2,3-dihydro-2,2-dimethyl-7-benzofuranol","1563-38-8","DTXSID2027414",2.083,164.2," ","10",0,0.9986,0.364,NA,164.2,2.083,0.364,NA,0,15.2083899504101,TRUE,15.2083899504101,"RF_imputed_chem.physical_and_invitro.data",0,1,1,"default_1uM",NA,NA,NA,NA,NA
